主题标签,中国关联层级,科技关联层级,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,本地原始资产,本地文本,官方落地页
生物、量子及其他前沿技术,含中国比较的印太技术材料,核心科技直接材料,C-NBR-9790F299C4,2026-03-25,W3,NBR研究报告,Analyzing National Quantum-Computing Ecosystems in the Indo-Pacific,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-9790F299C4.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-9790F299C4.txt,https://www.nbr.org/publication/analyzing-national-quantum-computing-ecosystems-in-the-indo-pacific/
人工智能、芯片与算力,含中国比较的印太技术材料,核心科技直接材料,C-NBR-F823065DA8,2026-05-12,W3,NBR政策简报,The Indo-Pacific and the Challenge of Multilateral AI Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,https://www.nbr.org/publication/the-indo-pacific-and-the-challenge-of-multilateral-ai-governance/
网络安全与数字治理,含中国比较的印太技术材料,核心科技直接材料,C-NBR-F823065DA8,2026-05-12,W3,NBR政策简报,The Indo-Pacific and the Challenge of Multilateral AI Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,https://www.nbr.org/publication/the-indo-pacific-and-the-challenge-of-multilateral-ai-governance/
技术供应链与出口管制,含中国比较的印太技术材料,核心科技直接材料,C-NBR-F823065DA8,2026-05-12,W3,NBR政策简报,The Indo-Pacific and the Challenge of Multilateral AI Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,https://www.nbr.org/publication/the-indo-pacific-and-the-challenge-of-multilateral-ai-governance/
创新体系、标准与知识产权,含中国比较的印太技术材料,核心科技直接材料,C-NBR-F823065DA8,2026-05-12,W3,NBR政策简报,The Indo-Pacific and the Challenge of Multilateral AI Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-F823065DA8.txt,https://www.nbr.org/publication/the-indo-pacific-and-the-challenge-of-multilateral-ai-governance/
人工智能、芯片与算力,含中国比较的印太技术材料,核心科技直接材料,C-NBR-455E9B5B08,2026-05-18,W3,NBR政策简报,Diverging AI Governance Structures in the Indo-Pacific,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-455E9B5B08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-455E9B5B08.txt,https://www.nbr.org/publication/diverging-ai-governance-structures-in-the-indo-pacific/
网络安全与数字治理,含中国比较的印太技术材料,核心科技直接材料,C-NBR-455E9B5B08,2026-05-18,W3,NBR政策简报,Diverging AI Governance Structures in the Indo-Pacific,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-455E9B5B08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-455E9B5B08.txt,https://www.nbr.org/publication/diverging-ai-governance-structures-in-the-indo-pacific/
创新体系、标准与知识产权,含中国比较的印太技术材料,核心科技直接材料,C-NBR-455E9B5B08,2026-05-18,W3,NBR政策简报,Diverging AI Governance Structures in the Indo-Pacific,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-455E9B5B08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-455E9B5B08.txt,https://www.nbr.org/publication/diverging-ai-governance-structures-in-the-indo-pacific/
人工智能、芯片与算力,含中国比较的印太技术材料,核心科技直接材料,C-NBR-83B6A4C996,2026-06-04,W3,NBR评论,South Korea’s Critical Minerals Balancing Act,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-83B6A4C996.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-83B6A4C996.txt,https://www.nbr.org/publication/south-koreas-critical-minerals-balancing-act/
网络安全与数字治理,含中国比较的印太技术材料,核心科技直接材料,C-NBR-83B6A4C996,2026-06-04,W3,NBR评论,South Korea’s Critical Minerals Balancing Act,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-83B6A4C996.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-83B6A4C996.txt,https://www.nbr.org/publication/south-koreas-critical-minerals-balancing-act/
技术供应链与出口管制,含中国比较的印太技术材料,核心科技直接材料,C-NBR-83B6A4C996,2026-06-04,W3,NBR评论,South Korea’s Critical Minerals Balancing Act,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-83B6A4C996.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-83B6A4C996.txt,https://www.nbr.org/publication/south-koreas-critical-minerals-balancing-act/
人工智能、芯片与算力,区域技术基线,核心科技直接材料,C-NBR-68BA73979C,2026-07-14,W3,NBR评论,The Cybersecurity Case for Korean Cloud Reform Financial Sector Reforms Are the Model to Follow,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,https://www.nbr.org/publication/the-cybersecurity-case-for-korean-cloud-reform-financial-sector-reforms-are-the-model-to-follow/
网络安全与数字治理,区域技术基线,核心科技直接材料,C-NBR-68BA73979C,2026-07-14,W3,NBR评论,The Cybersecurity Case for Korean Cloud Reform Financial Sector Reforms Are the Model to Follow,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,https://www.nbr.org/publication/the-cybersecurity-case-for-korean-cloud-reform-financial-sector-reforms-are-the-model-to-follow/
技术供应链与出口管制,区域技术基线,核心科技直接材料,C-NBR-68BA73979C,2026-07-14,W3,NBR评论,The Cybersecurity Case for Korean Cloud Reform Financial Sector Reforms Are the Model to Follow,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,https://www.nbr.org/publication/the-cybersecurity-case-for-korean-cloud-reform-financial-sector-reforms-are-the-model-to-follow/
创新体系、标准与知识产权,区域技术基线,核心科技直接材料,C-NBR-68BA73979C,2026-07-14,W3,NBR评论,The Cybersecurity Case for Korean Cloud Reform Financial Sector Reforms Are the Model to Follow,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-68BA73979C.txt,https://www.nbr.org/publication/the-cybersecurity-case-for-korean-cloud-reform-financial-sector-reforms-are-the-model-to-follow/
人工智能、芯片与算力,直接涉华科技,核心科技直接材料,C-NBR-B3D77EE488,2026-07-14,W3,NBR评论,The World Data Organization China's Influence on Global Data Governance,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B3D77EE488.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B3D77EE488.txt,https://www.nbr.org/publication/the-world-data-organization-chinas-expanding-influence-on-global-data/
网络安全与数字治理,直接涉华科技,核心科技直接材料,C-NBR-B3D77EE488,2026-07-14,W3,NBR评论,The World Data Organization China's Influence on Global Data Governance,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B3D77EE488.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B3D77EE488.txt,https://www.nbr.org/publication/the-world-data-organization-chinas-expanding-influence-on-global-data/
创新体系、标准与知识产权,直接涉华科技,核心科技直接材料,C-NBR-B3D77EE488,2026-07-14,W3,NBR评论,The World Data Organization China's Influence on Global Data Governance,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B3D77EE488.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-B3D77EE488.txt,https://www.nbr.org/publication/the-world-data-organization-chinas-expanding-influence-on-global-data/
人工智能、芯片与算力,区域技术基线,核心科技直接材料,C-NBR-38676F46AC,2026-08-06,W3,NBR评论,Digital Regulation in Asia: Assessing South Korea's Outlier Approach,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-38676F46AC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-38676F46AC.txt,https://www.nbr.org/publication/digital-regulation-in-asia-assessing-south-koreas-outlier-approach/
网络安全与数字治理,区域技术基线,核心科技直接材料,C-NBR-38676F46AC,2026-08-06,W3,NBR评论,Digital Regulation in Asia: Assessing South Korea's Outlier Approach,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-38676F46AC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-38676F46AC.txt,https://www.nbr.org/publication/digital-regulation-in-asia-assessing-south-koreas-outlier-approach/
技术供应链与出口管制,区域技术基线,核心科技直接材料,C-NBR-38676F46AC,2026-08-06,W3,NBR评论,Digital Regulation in Asia: Assessing South Korea's Outlier Approach,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-38676F46AC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-38676F46AC.txt,https://www.nbr.org/publication/digital-regulation-in-asia-assessing-south-koreas-outlier-approach/
创新体系、标准与知识产权,区域技术基线,核心科技直接材料,C-NBR-38676F46AC,2026-08-06,W3,NBR评论,Digital Regulation in Asia: Assessing South Korea's Outlier Approach,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-38676F46AC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-38676F46AC.txt,https://www.nbr.org/publication/digital-regulation-in-asia-assessing-south-koreas-outlier-approach/
生物、量子及其他前沿技术,区域技术基线,核心科技直接材料,C-NBR-38676F46AC,2026-08-06,W3,NBR评论,Digital Regulation in Asia: Assessing South Korea's Outlier Approach,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-38676F46AC.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-38676F46AC.txt,https://www.nbr.org/publication/digital-regulation-in-asia-assessing-south-koreas-outlier-approach/
人工智能、芯片与算力,含中国比较的印太技术材料,核心科技直接材料,C-NBR-004A59E9B6,2026-08-19,W3,NBR研究报告,Achieving Cyber Risk Resilience Analyzing Alternative Policy Approaches,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-004A59E9B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-004A59E9B6.txt,https://www.nbr.org/publication/achieving-cyber-risk-resilience-analyzing-alternative-policy-approaches/
网络安全与数字治理,含中国比较的印太技术材料,核心科技直接材料,C-NBR-004A59E9B6,2026-08-19,W3,NBR研究报告,Achieving Cyber Risk Resilience Analyzing Alternative Policy Approaches,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-004A59E9B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-004A59E9B6.txt,https://www.nbr.org/publication/achieving-cyber-risk-resilience-analyzing-alternative-policy-approaches/
技术供应链与出口管制,含中国比较的印太技术材料,核心科技直接材料,C-NBR-004A59E9B6,2026-08-19,W3,NBR研究报告,Achieving Cyber Risk Resilience Analyzing Alternative Policy Approaches,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-004A59E9B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-004A59E9B6.txt,https://www.nbr.org/publication/achieving-cyber-risk-resilience-analyzing-alternative-policy-approaches/
创新体系、标准与知识产权,含中国比较的印太技术材料,核心科技直接材料,C-NBR-004A59E9B6,2026-08-19,W3,NBR研究报告,Achieving Cyber Risk Resilience Analyzing Alternative Policy Approaches,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-004A59E9B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-004A59E9B6.txt,https://www.nbr.org/publication/achieving-cyber-risk-resilience-analyzing-alternative-policy-approaches/
生物、量子及其他前沿技术,含中国比较的印太技术材料,核心科技直接材料,C-NBR-004A59E9B6,2026-08-19,W3,NBR研究报告,Achieving Cyber Risk Resilience Analyzing Alternative Policy Approaches,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-004A59E9B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-004A59E9B6.txt,https://www.nbr.org/publication/achieving-cyber-risk-resilience-analyzing-alternative-policy-approaches/
