报告ID,统一目录报告ID,DOI,ISSN,系列,发布日期,报告名称,作者,科学技术创新主题,中国关联,DOI入口,OECD落地页,登记机构,资料层级,全文策略,源文件SHA256,采集日期
C-OECD-DOI-CF39863D-EN,C-OECD-DOI-CF39863D-EN,10.1787/cf39863d-en,2071-6826,OECD Digital Economy Papers,2025-03-19,An immersive technologies policy primer,,技术创新与关键技术；创新政策与研发治理,否,https://doi.org/10.1787/cf39863d-en,https://www.oecd.org/en/publications/an-immersive-technologies-policy-primer_cf39863d-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-7E2EDC69-EN,C-OECD-DOI-7E2EDC69-EN,10.1787/7e2edc69-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-03-28,Hydrogen in steel,,科学技术创新综合目录,否,https://doi.org/10.1787/7e2edc69-en,https://www.oecd.org/en/publications/hydrogen-in-steel_7e2edc69-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-97E8232D-EN,C-OECD-DOI-97E8232D-EN,10.1787/97e8232d-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-03-30,What is unique about green innovation?,Caroline Paunov；Charlotte Rochell；Lorine Labrue；Sandra Planes-Satorra,创新政策与研发治理,否,https://doi.org/10.1787/97e8232d-en,https://www.oecd.org/en/publications/what-is-unique-about-green-innovation_97e8232d-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-2A35358E-EN,C-OECD-DOI-2A35358E-EN,10.1787/2a35358e-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-04-08,Agile mechanisms for responsible technology development,,技术创新与关键技术,否,https://doi.org/10.1787/2a35358e-en,https://www.oecd.org/en/publications/agile-mechanisms-for-responsible-technology-development_2a35358e-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-A1CFB1A8-EN,C-OECD-DOI-A1CFB1A8-EN,10.1787/a1cfb1a8-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-04-08,Embedding citizen science into research policy,,科学体系与基础研究；创新政策与研发治理,否,https://doi.org/10.1787/a1cfb1a8-en,https://www.oecd.org/en/publications/embedding-citizen-science-into-research-policy_a1cfb1a8-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-2157A5B3-EN,C-OECD-DOI-2157A5B3-EN,10.1787/2157a5b3-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-04-21,Understanding Government Venture Capital,Marius Berger；Chiara Criscuolo；Antoine Dechezleprêtre,产业创新转化与区域生态,否,https://doi.org/10.1787/2157a5b3-en,https://www.oecd.org/en/publications/understanding-government-venture-capital_2157a5b3-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-C9739D6F-EN,C-OECD-DOI-C9739D6F-EN,10.1787/c9739d6f-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-04-23,Some facts on business dynamism among market leaders,Sara Calligaris；Chiara Criscuolo；Josh De Lyon；Andrea Greppi；Oliviero Pallanch,产业创新转化与区域生态,否,https://doi.org/10.1787/c9739d6f-en,https://www.oecd.org/en/publications/some-facts-on-business-dynamism-among-market-leaders_c9739d6f-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-F10E4EF9-EN,C-OECD-DOI-F10E4EF9-EN,10.1787/f10e4ef9-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-05-05,A review of Slovenia’s industrial strategy,,产业创新转化与区域生态,否,https://doi.org/10.1787/f10e4ef9-en,https://www.oecd.org/en/publications/a-review-of-slovenia-s-industrial-strategy_f10e4ef9-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-D6920477-EN,C-OECD-DOI-D6920477-EN,10.1787/d6920477-en,2071-6826,OECD Digital Economy Papers,2025-05-07,Enhancing the resilience of communication networks,,安全供应链与治理边界（次级）,否,https://doi.org/10.1787/d6920477-en,https://www.oecd.org/en/publications/enhancing-the-resilience-of-communication-networks_d6920477-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-12F28E4F-EN,C-OECD-DOI-12F28E4F-EN,10.1787/12f28e4f-en,2071-6826,OECD Digital Economy Papers,2025-05-12,Protecting and empowering consumers in the green transition,,科学技术创新综合目录,否,https://doi.org/10.1787/12f28e4f-en,https://www.oecd.org/en/publications/protecting-and-empowering-consumers-in-the-green-transition_12f28e4f-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-A6BB0F3A-EN,C-OECD-DOI-A6BB0F3A-EN,10.1787/a6bb0f3a-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-05-14,"Young firms, job quality and inclusiveness",Flavio Calvino；Hélder Costa；Francesco Manaresi；Nathalie Scholl,产业创新转化与区域生态,否,https://doi.org/10.1787/a6bb0f3a-en,https://www.oecd.org/en/publications/young-firms-job-quality-and-inclusiveness_a6bb0f3a-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-46D7C123-EN,C-OECD-DOI-46D7C123-EN,10.1787/46d7c123-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-05-20,Transaction data for evidence-based industrial policy,,技术创新与关键技术；创新政策与研发治理；产业创新转化与区域生态,否,https://doi.org/10.1787/46d7c123-en,https://www.oecd.org/en/publications/transaction-data-for-evidence-based-industrial-policy_46d7c123-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-91E20A26-EN,C-OECD-DOI-91E20A26-EN,10.1787/91e20a26-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-06-05,Quantifying industrial strategies 2019-2022,,产业创新转化与区域生态,否,https://doi.org/10.1787/91e20a26-en,https://www.oecd.org/en/publications/quantifying-industrial-strategies-2019-2022_91e20a26-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-BBF7D4C2-EN,C-OECD-DOI-BBF7D4C2-EN,10.1787/bbf7d4c2-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-06-05,A comprehensive overview of the Energy Intensive Industries ecosystem,Antoine Dechezleprêtre；Hélène Dernis；Luis Díaz；Guy Lalanne；Sara Romaniega Sancho；Lea Samek,科学技术创新综合目录,否,https://doi.org/10.1787/bbf7d4c2-en,https://www.oecd.org/en/publications/a-comprehensive-overview-of-the-energy-intensive-industries-ecosystem_bbf7d4c2-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-0135EABA-EN,C-OECD-DOI-0135EABA-EN,10.1787/0135eaba-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-06-06,An institutional framework for industrial policies,,产业创新转化与区域生态,否,https://doi.org/10.1787/0135eaba-en,https://www.oecd.org/en/publications/an-institutional-framework-for-industrial-policies_0135eaba-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-D7B90D15-EN,C-OECD-DOI-D7B90D15-EN,10.1787/d7b90d15-en,2071-6826,OECD Digital Economy Papers,2025-06-13,Facilitating the secondary use of health data for public interest purposes across borders,,技术创新与关键技术,否,https://doi.org/10.1787/d7b90d15-en,https://www.oecd.org/en/publications/facilitating-the-secondary-use-of-health-data-for-public-interest-purposes-across-borders_d7b90d15-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-718E4664-EN,C-OECD-DOI-718E4664-EN,10.1787/718e4664-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-06-17,OECD support towards STI statistical capability development in Egypt,,科学技术创新综合目录,否,https://doi.org/10.1787/718e4664-en,https://www.oecd.org/en/publications/oecd-support-towards-sti-statistical-capability-development-in-egypt_718e4664-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-4154CDBF-EN,C-OECD-DOI-4154CDBF-EN,10.1787/4154cdbf-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2025-06-24,Mapping the semiconductor value chain,,技术创新与关键技术,否,https://doi.org/10.1787/4154cdbf-en,https://www.oecd.org/en/publications/mapping-the-semiconductor-value-chain_4154cdbf-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-87BE4257-EN,C-OECD-DOI-87BE4257-EN,10.1787/87be4257-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-06-25,Digital and green spillovers across firm-level production networks in Estonia,Chiara Criscuolo；Antoine Dechezleprêtre；Louise Guillouet；Guy Lalanne；Francesco Manaresi,技术创新与关键技术；产业创新转化与区域生态,否,https://doi.org/10.1787/87be4257-en,https://www.oecd.org/en/publications/digital-and-green-spillovers-across-firm-level-production-networks-in-estonia_87be4257-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-B4EFD3AB-EN,C-OECD-DOI-B4EFD3AB-EN,10.1787/b4efd3ab-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-06-25,Acquisitions and their effect on start-up innovation,Marius Berger；Sara Calligaris；Andrea Greppi；Dmitri Kirpichev,创新政策与研发治理,否,https://doi.org/10.1787/b4efd3ab-en,https://www.oecd.org/en/publications/acquisitions-and-their-effect-on-start-up-innovation_b4efd3ab-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-318CB85F-EN,C-OECD-DOI-318CB85F-EN,10.1787/318cb85f-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-06-26,The impact of air pollution on labour productivity,Antoine Dechezleprêtre；Veronica Vienne,产业创新转化与区域生态,否,https://doi.org/10.1787/318cb85f-en,https://www.oecd.org/en/publications/the-impact-of-air-pollution-on-labour-productivity_318cb85f-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-33C6E2BC-EN,C-OECD-DOI-33C6E2BC-EN,10.1787/33c6e2bc-en,2071-6826,OECD Digital Economy Papers,2025-06-26,"Leveraging digital business models, tools and technologies for reliable environmental information and consumer engagement in the circular economy",,技术创新与关键技术；产业创新转化与区域生态,否,https://doi.org/10.1787/33c6e2bc-en,https://www.oecd.org/en/publications/leveraging-digital-business-models-tools-and-technologies-for-reliable-environmental-information-and-consumer-engagement-in-the-circular-economy_33c6e2bc-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-4B014905-EN,C-OECD-DOI-4B014905-EN,10.1787/4b014905-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-06-27,Productivity among firms patenting in fourth industrial revolution technologies,Flavio Calvino；Antoine Dechezleprêtre；Josh De Lyon；Hélène Dernis；Alzbeta Vitkova,科学体系与基础研究；技术创新与关键技术；产业创新转化与区域生态,否,https://doi.org/10.1787/4b014905-en,https://www.oecd.org/en/publications/productivity-among-firms-patenting-in-fourth-industrial-revolution-technologies_4b014905-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-4EE71F6D-EN,C-OECD-DOI-4EE71F6D-EN,10.1787/4ee71f6d-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-06-27,How can the digital transformation affect the net-zero transition?,Flavio Calvino；Antoine Dechezleprêtre；Daniel Haerle,技术创新与关键技术,否,https://doi.org/10.1787/4ee71f6d-en,https://www.oecd.org/en/publications/how-can-the-digital-transformation-affect-the-net-zero-transition_4ee71f6d-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-5B315F0E-EN,C-OECD-DOI-5B315F0E-EN,10.1787/5b315f0e-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-06-27,A scorecard of industry competition,Christian Abele；Sara Calligaris；Chiara Criscuolo；Andrea Greppi,产业创新转化与区域生态,否,https://doi.org/10.1787/5b315f0e-en,https://www.oecd.org/en/publications/a-scorecard-of-industry-competition_5b315f0e-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-7EA2B48E-EN,C-OECD-DOI-7EA2B48E-EN,10.1787/7ea2b48e-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2025-06-27,The transmission of foreign shocks to the Estonian production network,Andrew Green；Louise Guillouet；Guy Lalanne,创新政策与研发治理,否,https://doi.org/10.1787/7ea2b48e-en,https://www.oecd.org/en/publications/the-transmission-of-foreign-shocks-to-the-estonian-production-network_7ea2b48e-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
