报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CRDS-FY2025-FR-07,CRDS-FY2025-FR-07,2026-01-01,W3,研究開発の俯瞰報告書　ライフサイエンス・臨床医学分野（2026年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-FR-07.html,https://www.jst.go.jp/crds/pdf/2025/FR/CRDS-FY2025-FR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-FR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-FR-07.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-FR-07.md,9067768,25d80b1f02f5c4110c33de64dbde493f654e8e26d04a03efe3edd9bcb00655c4,455,981111,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-SP-03,CRDS-FY2025-SP-03,2026-01-01,W3,セックスとジェンダーを考慮した研究開発・イノベーションの推進 －ジェンダード・イノベーションの実現に向けて－,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-SP-03.html,https://www.jst.go.jp/crds/pdf/2025/SP/CRDS-FY2025-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-SP-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-SP-03.md,2114500,ac30a2263b5f5920add97da529cc3453fbd310af2889b3944e797fc7446c2f78,66,124863,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-XR-10,CRDS-FY2025-XR-10,2026-01-01,W3,日本語仮訳：先端材料の未来を導く：戦略的インテリジェンスの実践　経済協力開発機構（OECD）科学技術産業ポリシーペーパー（185号）,日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-XR-10.html,https://www.jst.go.jp/crds/pdf/2025/XR/CRDS-FY2025-XR-10.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-XR-10.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-XR-10.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-XR-10.md,3862349,8b6529ab56504b6e6d08f7405650ffe650993c56d0bf577222e222dae82f3094,62,89362,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-XR-11,CRDS-FY2025-XR-11,2026-01-01,W3,日本語仮訳：科学技術政策へのシチズンサイエンスの組み込み　経済協力開発機構（OECD）科学技術産業ポリシーペーパー（175号）,日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-XR-11.html,https://www.jst.go.jp/crds/pdf/2025/XR/CRDS-FY2025-XR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-XR-11.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-XR-11.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-XR-11.md,2061446,a85216fbd9a639277542b91b2b484549e62b83a82911e37736394ff6eea15c89,74,131198,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-04,CRDS-FY2025-RR-04,2026-02-01,W3,研究評価の国際動向,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-04.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-04.md,3513082,6e67869bc9aa2e52457c82dd99382f3e370b541867d40641e04516d101b1e7c5,73,102257,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-05,CRDS-FY2025-RR-05,2026-02-01,W3,AI for Scienceの動向2026 ─ AIトランスフォーメーションに伴う科学技術・イノベーションの変容（—The Beyond Disciplines Collection—）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-05.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-05.md,6431358,d69f0e1896edca1d64d03bc8e6e9852b7d95610f2a41c2c627037c7e93cc40f8,151,262172,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-SP-04,CRDS-FY2025-SP-04,2026-02-01,W3,乱れを活かす材料科学,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-SP-04.html,https://www.jst.go.jp/crds/pdf/2025/SP/CRDS-FY2025-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-SP-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-SP-04.md,1994495,9c41d1c1285eb47bd8767965d23ea5799b87199002818029f6f06aca46f3030b,40,59073,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-SP-05,CRDS-FY2025-SP-05,2026-02-01,W3,細胞内反応の計算予測,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-SP-05.html,https://www.jst.go.jp/crds/pdf/2025/SP/CRDS-FY2025-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-SP-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-SP-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-SP-05.md,2384864,63bd24f09b5f4dd2ce5be68a9581f5a0c2f29d535038cf5f3c5c0643529ae825,46,79797,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-FR-05,CRDS-FY2025-FR-05,2026-03-01,W3,研究開発の俯瞰報告書　システム・情報科学技術分野（2026年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-FR-05.html,https://www.jst.go.jp/crds/pdf/2025/FR/CRDS-FY2025-FR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-FR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-FR-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-FR-05.md,14434145,2070d4c4a6fc0245372ec0711fda46cf9279bab1e391548f0a4f7a9935b81682,673,1317498,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-FR-08,CRDS-FY2025-FR-08,2026-03-01,W3,研究開発の俯瞰報告書　主要国・地域の科学技術・イノベーション政策動向（2026年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-FR-08.html,https://www.jst.go.jp/crds/pdf/2025/FR/CRDS-FY2025-FR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-FR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-FR-08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-FR-08.md,10643062,e2b0936532cbb31b007a8e185a336206998326995d691d8c9c3ca89980a94b5d,421,875694,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-06,CRDS-FY2025-RR-06,2026-03-01,W3,産学連携の構造的課題とその解決に向けた方向性（—The Beyond Disciplines Collection—）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-06.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-06.md,11373412,ba0a3d3e5652858b94905cb4146bd7f3c56731c64762fdc0564890dae11a7de8,139,191744,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-07,CRDS-FY2025-RR-07,2026-03-01,W3,人工細胞システム研究の新展開,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-07.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-07.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-07.md,4383835,20879d8060f1c5ab61253b6353ec64e2da6c655aceab8c2affc71e09b9189991,59,77967,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-08,CRDS-FY2025-RR-08,2026-03-01,W3,カーボンニュートラルに向けたエネルギートランジションにおけるリスク制御科学技術の方向性 〜我が国のエネルギー安全保障の振り返りも踏まえて〜,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-08.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-08.md,9073391,2e1a407e64a5722ffc0ba354311acc8afa86ef8774b72c4e275ecf2d0668c19f,85,96078,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-09,CRDS-FY2025-RR-09,2026-03-01,W3,エネルギートランジション促進の先行政策事例（米国、EU、英国、中国、インド、オーストラリア）と日本への適合に向けた方向性 〜脱炭素電源の最大活用を支える既存リソースの有効活用〜,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-09.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-09.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-09.md,3285155,63743e640e5b78c7fbd4b3788d2d5c4bbfbe0f7c0ad2607c4f482e9f8686b286,39,45226,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2025-RR-10,CRDS-FY2025-RR-10,2026-03-01,W3,各国の研究セキュリティの取組 －研究の開放性と安全の両立に向けて－,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2025-RR-10.html,https://www.jst.go.jp/crds/pdf/2025/RR/CRDS-FY2025-RR-10.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2025-RR-10.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2025-RR-10.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2025-RR-10.md,5383333,fd347a244a4904f3e51b91dd103ae23d4c83f691a9379db2967f33238f477289,137,241058,官方PDF已保存并校验,,2026-08-22
